,Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport
368,Brunei,2011,1.6212737989765702,9544720,24.2444,2050238.4,17600000.0,8.08,0.03,1300000.0
369,Brunei,2012,1.79289803589158,9493476,23.7934,2101895.3,17690000.0,5.9,0.03,1300000.0
370,Brunei,2013,2.00644567420292,7628448,18.863,2101932.2,17490000.0,4.27,0.02,1300000.0
371,Brunei,2014,2.18244811836092,8925504,21.7813,2214642.6,17400000.0,4.0,0.03,1400000.0
372,Bulgaria,1990,13.66987777399287,76698698,8.6749,29282107.6,89990000.0,2353.6,0.34,6400000.0
373,Bulgaria,1991,13.53216012158351,61517284,7.0169,24885617.6,68960000.0,1957.1,0.26,3600000.0
374,Bulgaria,1992,13.421494852309127,57365193,6.6117,22758324.3,63910000.0,1617.6,0.25,3800000.0
375,Bulgaria,1993,13.292538667247,58425943,6.8127,20237228.3,62340000.0,735.6,0.26,4300000.0
376,Bulgaria,1994,13.15448463080034,56403945,6.6555,19868826.6,58480000.0,739.7,0.25,3900000.0
377,Bulgaria,1995,13.109196459589231,57950326,6.9159,19614702.6,59670000.0,372.1,0.25,4200000.0
378,Bulgaria,1996,13.01931878176946,58500870,7.0551,19662152.0,60250000.0,17.7,0.24,4100000.0
379,Bulgaria,1997,12.99230729434379,55856050,6.8019,18695807.9,57140000.0,1.6,0.23,4300000.0
380,Bulgaria,1998,12.85080445431723,53174881,6.5344,17408508.6,53350000.0,39.0,0.22,5400000.0
381,Bulgaria,1999,12.652596605124518,46380143,5.7494,17170550.5,46680000.0,41.8,0.19,5700000.0
382,Bulgaria,2000,12.43041657831998,45465687,5.6847,17754740.2,46380000.0,19.7,0.18,5400000.0
383,Bulgaria,2001,12.18532528157701,48981924,6.1762,18091262.3,46640000.0,22.7,0.19,5600000.0
384,Bulgaria,2002,11.974138086450273,46156421,5.8677,17136596.099999998,43610000.0,23.8,0.18,5800000.0
385,Bulgaria,2003,11.71203052651348,50533439,6.4751,17582604.1,48420000.0,13.1,0.18,6400000.0
386,Bulgaria,2004,11.37856839694019,49585121,6.4025,18183128.8,47140000.0,16.5,0.17,6800000.0
387,Bulgaria,2005,11.09887487358505,50656287,6.5899,18115582.3,47220000.0,15.6,0.17,7600000.0
388,Bulgaria,2006,10.87857636600963,51894237,6.8004,17772639.0,51140000.0,10.6,0.17,8100000.0
389,Cambodia,1995,19.05031698521013,1498576,0.1406,47715790.6,49880000.0,97.0,0.01,1200000.0
390,Cambodia,1996,18.8791909376124,1516896,0.1381,44796846.8,46960000.0,97.0,0.01,1200000.0
391,Cambodia,1997,18.74368968170171,1465600,0.1297,46262911.1,48250000.0,97.0,0.01,1200000.0
392,Cambodia,1998,18.56374810357213,1875968,0.1617,49132629.5,51810000.0,97.0,0.01,1400000.0
393,Cambodia,1999,18.47200600369363,1894288,0.1594,48311657.7,51320000.0,97.0,0.01,1400000.0
394,Cambodia,2000,18.21752934952367,1974896,0.1625,46974194.3,49700000.0,97.0,0.01,1300000.0
395,Cambodia,2001,18.17493486468029,2249696,0.1813,49029846.3,52650000.0,97.0,0.01,1500000.0
396,Cambodia,2002,18.152508709728448,2205728,0.1745,49993736.400000006,54210000.0,97.0,0.01,1300000.0
397,Cambodia,2003,18.09087329072922,2377936,0.185,52225710.1,56570000.0,89.9,0.01,1400000.0
398,Cambodia,2004,18.05318843255514,2443888,0.187,53014743.3,58510000.0,74.6,0.01,1400000.0
399,Cambodia,2005,18.04183994690391,2773648,0.209,55219821.1,59060000.0,50.8,0.01,1500000.0
400,Cambodia,2006,18.00779554493611,2997152,0.2224,48988763.7,51610000.0,34.6,0.01,1600000.0
401,Cambodia,2007,18.00449467333706,3471142,0.2537,49915396.2,53290000.0,19.9,0.01,2000000.0
402,Cambodia,2008,17.99738557869642,3881372,0.2796,49887189.3,53290000.0,9.3,0.01,2000000.0
403,Cambodia,2009,17.90616758987878,4557086,0.3233,50198552.6,54200000.0,17.1,0.01,2700000.0
404,Cambodia,2010,17.85413832009132,5100364,0.3564,50940005.900000006,54680000.0,12.8,0.02,3100000.0
405,Cambodia,2011,17.83975490983675,5194090,0.3572,52810503.0,57230000.0,13.71,0.02,3300000.0
406,Cambodia,2012,17.81544101284064,5451440,0.3688,51521442.5,56290000.0,10.12,0.02,3400000.0
407,Cambodia,2013,17.63453063779176,5578106,0.3712,53589550.8,58650000.0,9.47,0.02,3500000.0
408,Cambodia,2014,17.47886409813456,6493802,0.4251,51565769.2,57860000.0,11.19,0.02,3800000.0
409,Cameroon,1990,13.74901646156837,2604793,0.2211,130140425.5,136700000.0,125.1,0.01,1800000.0
410,Cameroon,1991,13.555941573370689,2668440,0.2198,130139428.3,136400000.0,118.6,0.01,1600000.0
411,Cameroon,1992,13.3338437794772,2712299,0.217,130223761.8,136410000.0,103.1,0.01,1600000.0
412,Cameroon,1993,13.14921918367054,2865801,0.2228,130518624.1,140540000.0,213.7,0.01,1700000.0
413,Cameroon,1994,12.960029621212172,2841138,0.2147,134613913.1,197040000.0,213.7,0.01,1800000.0
414,Cameroon,1995,12.73719515251355,3203724,0.2356,134486307.7,197080000.0,282.6,0.01,1700000.0
415,Cameroon,1996,12.597684202444109,3593879,0.2572,129708505.1,191900000.0,333.5,0.01,1700000.0
416,Cameroon,1997,12.45078454634964,3157376,0.2201,129646930.6,192840000.0,285.3,0.01,1800000.0
417,Cameroon,1998,12.27944284624316,3136039,0.213,131857347.6,196640000.0,337.6,0.01,1900000.0
418,Cameroon,1999,12.13041107316433,2996919,0.1983,131827331.9,195880000.0,403.7,0.01,1600000.0
419,Cameroon,2000,12.078323393838607,3345986,0.2157,132004513.2,197560000.0,408.9,0.01,1900000.0
420,Cameroon,2001,11.89177324742992,3325841,0.2088,131825684.6,196880000.0,403.8,0.01,1900000.0
421,Cameroon,2002,11.99099676879461,3325343,0.2033,130222841.2,195310000.0,261.7,0.01,2100000.0
422,Cameroon,2003,11.873248025099011,3698676,0.2201,136607788.1,203040000.0,233.6,0.01,2100000.0
423,Cameroon,2004,11.85182642955468,3851285,0.2231,134769652.29999998,199660000.0,160.0,0.01,2200000.0
424,Cameroon,2005,11.92516278008298,3591290,0.2025,140172517.4,206730000.0,141.0,0.01,2100000.0
425,Cameroon,2006,12.05131436090084,3752466,0.2059,132930035.5,197700000.0,128.7,0.01,1900000.0
426,Cameroon,2007,11.97747833598862,5703100,0.3045,136351220.89999998,202370000.0,42.7,0.02,2100000.0
427,Cameroon,2008,12.12233197784221,5426016,0.2818,137793802.2,204680000.0,36.1,0.02,2200000.0
428,Cameroon,2009,12.2490525103007,6594050,0.3332,135005757.70000002,202260000.0,102.7,0.02,2500000.0
429,Cameroon,2010,12.34875008746888,6662047,0.3275,133252883.8,201390000.0,67.4,0.02,2700000.0
430,Cameroon,2011,12.42379212112232,6520807,0.3119,133900323.9,200930000.0,65.78,0.02,2800000.0
431,Cameroon,2012,12.558246231568932,6159371,0.2867,133210599.1,199180000.0,62.78,0.02,2900000.0
432,Cameroon,2013,12.57793886168847,5070387,0.2297,142338395.9,209020000.0,82.34,0.01,3100000.0
433,Canada,1990,3.22476726734043,458007408,16.6298,271183931.6,662910000.0,9917.9,2.01,124700000.0
434,Canada,1991,3.17048771133061,449699173,16.1247,271943213.3,657880000.0,9285.4,1.94,121000000.0
435,Canada,1992,3.12890149193802,463521037,16.4227,276314495.1,673690000.0,8642.0,2.05,125200000.0
436,Canada,1993,3.09537112770524,463993303,16.2531,278774776.90000004,672180000.0,4533.2,2.03,127200000.0
437,Canada,1994,3.07407564872161,478267071,16.5715,281330791.3,692690000.0,4050.2,2.08,133400000.0
438,Canada,1995,3.05216640318508,490951380,16.8341,285026664.90000004,708890000.0,4808.6,2.09,137100000.0
439,Canada,1996,2.99711234086085,506999620,17.211,265416040.9,703230000.0,952.1,2.1,140400000.0
440,Canada,1997,2.95669387351886,521278446,17.5265,249671622.3,700960000.0,1012.5,2.15,144900000.0
441,Canada,1998,2.90579177330097,528987104,17.6199,347841793.4,809410000.0,935.5,2.19,147500000.0
442,Canada,1999,2.82325195049094,543729999,17.9434,285567238.6,744270000.0,873.6,2.22,151200000.0
443,Canada,2000,2.7500984946707296,566552294,18.5218,257022254.5,731300000.0,953.1,2.25,150000000.0
444,Canada,2001,2.69749206445969,559042165,18.1037,244914583.0,903030000.0,924.8,2.2,147800000.0
445,Canada,2002,2.6953395544164103,564669174,18.111,317005018.9,981570000.0,923.1,2.17,150400000.0
446,Canada,2003,2.62228605676873,582343586,18.4941,319735451.5,1001570000.0,832.6,2.13,153100000.0
447,Canada,2004,2.5708802460879103,580758769,18.254,288791463.2,961050000.0,602.8,2.03,157900000.0
448,Canada,2005,2.49698504747771,575852411,17.9035,302344750.6,971700000.0,594.1,1.95,158100000.0
449,Canada,2006,2.41518137684525,571409763,17.5618,318961753.90000004,882120000.0,576.4,1.87,158800000.0
450,Canada,2007,2.28380266001713,594665366,18.058,305458693.0,894320000.0,559.4,1.89,166800000.0
451,Canada,2008,2.13167047544453,579367139,17.3788,310382383.1,877950000.0,509.9,1.81,166600000.0
452,Canada,2009,1.99820567617985,546610441,16.1977,265357908.6,800900000.0,274.4,1.73,163100000.0
453,Canada,2010,1.88000797574304,558804007,16.3644,335494126.7,884340000.0,65.2,1.68,168300000.0
454,Canada,2011,1.814844430535569,569870198,16.4993,285105577.1,756740000.0,57.93,1.65,168000000.0
455,Canada,2012,1.73402483974313,569262731,16.301,317844556.0,791740000.0,61.83,1.63,170100000.0
456,Canada,2013,1.66599535980312,573698737,16.2537,376517117.9,857340000.0,65.91,1.63,174700000.0
457,Canada,2014,1.6092607869755902,570563417,15.9981,339823585.1,819390000.0,54.25,1.61,174400000.0
458,Chile,1990,7.9324722062383906,32891315,2.4778,20135345.4,35560000.0,1015.5,0.14,9100000.0
459,Chile,1991,7.71322548794161,30949909,2.2934,20561045.4,34640000.0,1049.8,0.13,9500000.0
460,Chile,1992,7.553714106351101,31978344,2.3308,21577445.4,36990000.0,922.9,0.14,10300000.0
461,Chile,1993,7.39489961283801,33953348,2.4348,22229745.4,38440000.0,1263.8,0.15,11400000.0
462,Chile,1994,7.240483379563151,37516676,2.6483,23207745.4,41930000.0,1112.3,0.16,12300000.0
463,Chile,1995,7.103690240207309,41072182,2.856,23838663.0,45510000.0,1164.4,0.18,13600000.0
464,Chile,1996,6.979265228602769,47611140,3.2639,24696394.7,51630000.0,1168.4,0.2,14800000.0
465,Chile,1997,6.834095908344789,55433244,3.749,25543191.9,58930000.0,856.8,0.23,15700000.0
466,Chile,1998,6.760507468713441,56786960,3.7914,25152676.6,60170000.0,1089.4,0.23,16600000.000000002
467,Chile,1999,6.67752477912235,60890176,4.0158,25692250.9,62940000.0,815.8,0.25,16700000.0
