,Entity,Year,CO2 Emissions Per Cap
3498,Bulgaria,1995,6.9159
3499,Bulgaria,1996,7.0551
3500,Bulgaria,1997,6.8019
3501,Bulgaria,1998,6.5344
3502,Bulgaria,1999,5.7494
3503,Bulgaria,2000,5.6847
3504,Bulgaria,2001,6.1762
3505,Bulgaria,2002,5.8677
3506,Bulgaria,2003,6.4751
3507,Bulgaria,2004,6.4025
3508,Bulgaria,2005,6.5899
3509,Bulgaria,2006,6.8004
3510,Bulgaria,2007,7.3568
3511,Bulgaria,2008,7.1875
3512,Bulgaria,2009,6.1303
3513,Bulgaria,2010,6.4459
3514,Bulgaria,2011,7.2068
3515,Bulgaria,2012,6.5913
3516,Bulgaria,2013,5.8546
3517,Bulgaria,2014,6.2406
3556,Burkina Faso,1990,0.0661
3557,Burkina Faso,1991,0.0692
3558,Burkina Faso,1992,0.0678
3559,Burkina Faso,1993,0.0656
3560,Burkina Faso,1994,0.0657
3561,Burkina Faso,1995,0.0619
3562,Burkina Faso,1996,0.0679
3563,Burkina Faso,1997,0.0754
3564,Burkina Faso,1998,0.0783
3565,Burkina Faso,1999,0.0812
3566,Burkina Faso,2000,0.0887
3567,Burkina Faso,2001,0.083
3568,Burkina Faso,2002,0.0815
3569,Burkina Faso,2003,0.0849
3570,Burkina Faso,2004,0.0844
3571,Burkina Faso,2005,0.0836
3572,Burkina Faso,2006,0.0981
3573,Burkina Faso,2007,0.1116
3574,Burkina Faso,2008,0.118
3575,Burkina Faso,2009,0.1208
3576,Burkina Faso,2010,0.1305
3577,Burkina Faso,2011,0.1325
3578,Burkina Faso,2012,0.158
3579,Burkina Faso,2013,0.1677
3580,Burkina Faso,2014,0.1656
3627,Burundi,1990,0.0384
3628,Burundi,1991,0.0428
3629,Burundi,1992,0.038
3630,Burundi,1993,0.0392
3631,Burundi,1994,0.0398
3632,Burundi,1995,0.0398
3633,Burundi,1996,0.0399
3634,Burundi,1997,0.0407
3635,Burundi,1998,0.0403
3636,Burundi,1999,0.0403
3637,Burundi,2000,0.0425
3638,Burundi,2001,0.0314
3639,Burundi,2002,0.0317
3640,Burundi,2003,0.0233
3641,Burundi,2004,0.0277
3642,Burundi,2005,0.0209
3643,Burundi,2006,0.0241
3644,Burundi,2007,0.0256
3645,Burundi,2008,0.0257
3646,Burundi,2009,0.0201
3647,Burundi,2010,0.0342
3648,Burundi,2011,0.0395
3649,Burundi,2012,0.041
3650,Burundi,2013,0.0417
3651,Burundi,2014,0.0381
3693,Cambodia,1990,0.1404
3694,Cambodia,1991,0.1404
3695,Cambodia,1992,0.1401
3696,Cambodia,1993,0.1389
3697,Cambodia,1994,0.1381
3698,Cambodia,1995,0.1406
3699,Cambodia,1996,0.1381
3700,Cambodia,1997,0.1297
3701,Cambodia,1998,0.1617
3702,Cambodia,1999,0.1594
3703,Cambodia,2000,0.1625
3704,Cambodia,2001,0.1813
3705,Cambodia,2002,0.1745
3706,Cambodia,2003,0.185
3707,Cambodia,2004,0.187
3708,Cambodia,2005,0.209
3709,Cambodia,2006,0.2224
3710,Cambodia,2007,0.2537
3711,Cambodia,2008,0.2796
3712,Cambodia,2009,0.3233
3713,Cambodia,2010,0.3564
3714,Cambodia,2011,0.3572
3715,Cambodia,2012,0.3688
3716,Cambodia,2013,0.3712
3717,Cambodia,2014,0.4251
3764,Cameroon,1990,0.2211
3765,Cameroon,1991,0.2198
3766,Cameroon,1992,0.217
3767,Cameroon,1993,0.2228
3768,Cameroon,1994,0.2147
3769,Cameroon,1995,0.2356
3770,Cameroon,1996,0.2572
3771,Cameroon,1997,0.2201
3772,Cameroon,1998,0.213
3773,Cameroon,1999,0.1983
3774,Cameroon,2000,0.2157
3775,Cameroon,2001,0.2088
3776,Cameroon,2002,0.2033
3777,Cameroon,2003,0.2201
3778,Cameroon,2004,0.2231
3779,Cameroon,2005,0.2025
3780,Cameroon,2006,0.2059
3781,Cameroon,2007,0.3045
3782,Cameroon,2008,0.2818
3783,Cameroon,2009,0.3332
3784,Cameroon,2010,0.3275
3785,Cameroon,2011,0.3119
3786,Cameroon,2012,0.2867
3787,Cameroon,2013,0.2297
3788,Cameroon,2014,0.302
3986,Canada,1990,16.6298
3987,Canada,1991,16.1247
3988,Canada,1992,16.4227
3989,Canada,1993,16.2531
3990,Canada,1994,16.5715
3991,Canada,1995,16.8341
3992,Canada,1996,17.211
3993,Canada,1997,17.5265
3994,Canada,1998,17.6199
3995,Canada,1999,17.9434
3996,Canada,2000,18.5218
3997,Canada,2001,18.1037
3998,Canada,2002,18.111
3999,Canada,2003,18.4941
4000,Canada,2004,18.254
4001,Canada,2005,17.9035
4002,Canada,2006,17.5618
4003,Canada,2007,18.058
4004,Canada,2008,17.3788
4005,Canada,2009,16.1977
4006,Canada,2010,16.3644
4007,Canada,2011,16.4993
4008,Canada,2012,16.301
4009,Canada,2013,16.2537
4010,Canada,2014,15.9981
4057,Cape Verde,1990,0.2819
4058,Cape Verde,1991,0.2857
4059,Cape Verde,1992,0.2987
4060,Cape Verde,1993,0.3003
4061,Cape Verde,1994,0.3018
4062,Cape Verde,1995,0.313
4063,Cape Verde,1996,0.3613
4064,Cape Verde,1997,0.3625
4065,Cape Verde,1998,0.3819
4066,Cape Verde,1999,0.4357
4067,Cape Verde,2000,0.5049
4068,Cape Verde,2001,0.5382
4069,Cape Verde,2002,0.6204
4070,Cape Verde,2003,0.6841
4071,Cape Verde,2004,0.7222
4072,Cape Verde,2005,0.9496
4073,Cape Verde,2006,1.0074
4074,Cape Verde,2007,1.0643
4075,Cape Verde,2008,0.9753
4076,Cape Verde,2009,1.0691
4077,Cape Verde,2010,1.1305
4078,Cape Verde,2011,1.2339
4079,Cape Verde,2012,0.9935
4080,Cape Verde,2013,0.9666
4081,Cape Verde,2014,0.9403
4119,Central African Republic,1990,0.0653
4120,Central African Republic,1991,0.0662
4121,Central African Republic,1992,0.0656
4122,Central African Republic,1993,0.065
4123,Central African Republic,1994,0.0666
4124,Central African Republic,1995,0.0648
4125,Central African Republic,1996,0.0642
4126,Central African Republic,1997,0.0637
4127,Central African Republic,1998,0.0633
4128,Central African Republic,1999,0.0649
4129,Central African Republic,2000,0.0644
4130,Central African Republic,2001,0.066
4131,Central African Republic,2002,0.0636
4132,Central African Republic,2003,0.0576
4133,Central African Republic,2004,0.0555
4134,Central African Republic,2005,0.0535
4135,Central African Republic,2006,0.0552
4136,Central African Republic,2007,0.055
4137,Central African Republic,2008,0.0386
4138,Central African Republic,2009,0.0372
4139,Central African Republic,2010,0.0384
4140,Central African Republic,2011,0.0423
4141,Central African Republic,2012,0.0429
4142,Central African Republic,2013,0.0264
4143,Central African Republic,2014,0.0279
4181,Chad,1990,0.0633
4182,Chad,1991,0.0625
4183,Chad,1992,0.064
4184,Chad,1993,0.0614
4185,Chad,1994,0.06
4186,Chad,1995,0.0601
4187,Chad,1996,0.0601
4188,Chad,1997,0.0601
4189,Chad,1998,0.0594
4190,Chad,1999,0.0591
4191,Chad,2000,0.0583
4192,Chad,2001,0.0578
4193,Chad,2002,0.0565
4194,Chad,2003,0.0793
4195,Chad,2004,0.0768
4196,Chad,2005,0.0758
4197,Chad,2006,0.0757
4198,Chad,2007,0.0789
4199,Chad,2008,0.0829
4200,Chad,2009,0.0815
4201,Chad,2010,0.0834
4202,Chad,2011,0.0905
4203,Chad,2012,0.048
4204,Chad,2013,0.0496
4205,Chad,2014,0.0724
4307,Chile,1990,2.4778
4308,Chile,1991,2.2934
4309,Chile,1992,2.3308
4310,Chile,1993,2.4348
4311,Chile,1994,2.6483
4312,Chile,1995,2.856
4313,Chile,1996,3.2639
4314,Chile,1997,3.749
4315,Chile,1998,3.7914
4316,Chile,1999,4.0158
4317,Chile,2000,3.7866
4318,Chile,2001,3.3873
4319,Chile,2002,3.4729
4320,Chile,2003,3.4615
4321,Chile,2004,3.6857
4322,Chile,2005,3.7649
4323,Chile,2006,3.9102
4324,Chile,2007,4.276
4325,Chile,2008,4.2371
4326,Chile,2009,3.9026
4327,Chile,2010,4.1794
4328,Chile,2011,4.5298
4329,Chile,2012,4.5794
4330,Chile,2013,4.6559
4331,Chile,2014,4.3681
4427,China,1990,2.1114
4428,China,1991,2.1847
4429,China,1992,2.263
4430,China,1993,2.3971
4431,China,1994,2.5203
4432,China,1995,2.706
4433,China,1996,2.7989
4434,China,1997,2.7814
4435,China,1998,2.6419
4436,China,1999,2.6144
4437,China,2000,2.6649
4438,China,2001,2.7056
4439,China,2002,2.9622
4440,China,2003,3.4555
4441,China,2004,3.9482
4442,China,2005,4.4159
4443,China,2006,4.8481
4444,China,2007,5.1847
4445,China,2008,5.5386
4446,China,2009,5.7939
4447,China,2010,6.295
4448,China,2011,6.9223
4449,China,2012,7.0623
4450,China,2013,7.1506
4451,China,2014,7.1353
4527,Colombia,1990,1.7188
4528,Colombia,1991,1.6782
4529,Colombia,1992,1.7865
4530,Colombia,1993,1.8049
4531,Colombia,1994,1.8678
4532,Colombia,1995,1.6138
4533,Colombia,1996,1.6121
4534,Colombia,1997,1.7097
4535,Colombia,1998,1.6984
4536,Colombia,1999,1.4042
4537,Colombia,2000,1.4196
4538,Colombia,2001,1.3896
4539,Colombia,2002,1.3561
4540,Colombia,2003,1.3763
4541,Colombia,2004,1.2969
4542,Colombia,2005,1.4083
4543,Colombia,2006,1.4353
4544,Colombia,2007,1.3759
4545,Colombia,2008,1.506
4546,Colombia,2009,1.6214
4547,Colombia,2010,1.6867
4548,Colombia,2011,1.6661
4549,Colombia,2012,1.7304
4550,Colombia,2013,1.8804
4551,Colombia,2014,1.8885
4589,Comoros,1990,0.1602
4590,Comoros,1991,0.1556
4591,Comoros,1992,0.1595
4592,Comoros,1993,0.1631
4593,Comoros,1994,0.1585
4594,Comoros,1995,0.1619
4595,Comoros,1996,0.165
4596,Comoros,1997,0.1679
4597,Comoros,1998,0.1777
4598,Comoros,1999,0.1801
4599,Comoros,2000,0.1892
4600,Comoros,2001,0.1911
4601,Comoros,2002,0.1866
4602,Comoros,2003,0.2325
4603,Comoros,2004,0.2454
4604,Comoros,2005,0.2336
4605,Comoros,2006,0.2632
4606,Comoros,2007,0.1656
4607,Comoros,2008,0.1672
4608,Comoros,2009,0.2014
4609,Comoros,2010,0.2337
4610,Comoros,2011,0.2022
4611,Comoros,2012,0.2126
4612,Comoros,2013,0.2471
4613,Comoros,2014,0.2123
4651,Congo,1990,0.4277
4652,Congo,1991,0.447
4653,Congo,1992,0.5177
4654,Congo,1993,0.4533
4655,Congo,1994,0.6719
4656,Congo,1995,0.438
4657,Congo,1996,0.4808
4658,Congo,1997,0.6699
4659,Congo,1998,0.1204
4660,Congo,1999,0.1194
4661,Congo,2000,0.1807
4662,Congo,2001,0.238
4663,Congo,2002,0.1738
4664,Congo,2003,0.2689
4665,Congo,2004,0.2703
4666,Congo,2005,0.275
4667,Congo,2006,0.301
4668,Congo,2007,0.3125
4669,Congo,2008,0.3315
4670,Congo,2009,0.4159
4671,Congo,2010,0.459
4672,Congo,2011,0.5096
4673,Congo,2012,0.6529
4674,Congo,2013,0.694
4675,Congo,2014,0.6549
4703,Cook Islands,1990,2.2151
4704,Cook Islands,1991,2.1882
4705,Cook Islands,1992,2.1578
4706,Cook Islands,1993,2.3222
4707,Cook Islands,1994,2.3043
4708,Cook Islands,1995,2.3014
4709,Cook Islands,1996,2.5138
4710,Cook Islands,1997,2.5536
4711,Cook Islands,1998,2.601
4712,Cook Islands,1999,2.6401
4713,Cook Islands,2000,2.6558
4714,Cook Islands,2001,2.0336
4715,Cook Islands,2002,1.4035
4716,Cook Islands,2003,1.5752
4717,Cook Islands,2004,2.7152
4718,Cook Islands,2005,3.2663
4719,Cook Islands,2006,2.8784
4720,Cook Islands,2007,2.7006
4721,Cook Islands,2008,2.7274
4722,Cook Islands,2009,2.5606
4723,Cook Islands,2010,3.1875
4724,Cook Islands,2011,3.6237
4725,Cook Islands,2012,3.8656
4726,Cook Islands,2013,3.9036
4727,Cook Islands,2014,3.9364
4774,Costa Rica,1990,0.9338
4775,Costa Rica,1991,1.0268
4776,Costa Rica,1992,1.1385
4777,Costa Rica,1993,1.1538
4778,Costa Rica,1994,1.5034
4779,Costa Rica,1995,1.354
4780,Costa Rica,1996,1.2902
4781,Costa Rica,1997,1.3219
4782,Costa Rica,1998,1.376
4783,Costa Rica,1999,1.3995
4784,Costa Rica,2000,1.3613
4785,Costa Rica,2001,1.4047
4786,Costa Rica,2002,1.5229
4787,Costa Rica,2003,1.5808
4788,Costa Rica,2004,1.6193
4789,Costa Rica,2005,1.5689
4790,Costa Rica,2006,1.6124
4791,Costa Rica,2007,1.8074
4792,Costa Rica,2008,1.7902
4793,Costa Rica,2009,1.7138
4794,Costa Rica,2010,1.6369
4795,Costa Rica,2011,1.578
4796,Costa Rica,2012,1.5487
4797,Costa Rica,2013,1.6093
4798,Costa Rica,2014,1.6158
4837,Cote d'Ivoire,1990,0.401
4838,Cote d'Ivoire,1991,0.3485
4839,Cote d'Ivoire,1992,0.3
4840,Cote d'Ivoire,1993,0.3837
4841,Cote d'Ivoire,1994,0.3009
4842,Cote d'Ivoire,1995,0.4307
4843,Cote d'Ivoire,1996,0.5002
4844,Cote d'Ivoire,1997,0.4635
4845,Cote d'Ivoire,1998,0.4224
4846,Cote d'Ivoire,1999,0.3705
4847,Cote d'Ivoire,2000,0.3928
4848,Cote d'Ivoire,2001,0.4389
4849,Cote d'Ivoire,2002,0.4038
4850,Cote d'Ivoire,2003,0.2917
4851,Cote d'Ivoire,2004,0.4082
4852,Cote d'Ivoire,2005,0.4084
4853,Cote d'Ivoire,2006,0.3632
4854,Cote d'Ivoire,2007,0.341
4855,Cote d'Ivoire,2008,0.3362
4856,Cote d'Ivoire,2009,0.2749
4857,Cote d'Ivoire,2010,0.2953
4858,Cote d'Ivoire,2011,0.3016
4859,Cote d'Ivoire,2012,0.387
4860,Cote d'Ivoire,2013,0.4313
4861,Cote d'Ivoire,2014,0.43
4962,Croatia,1990,4.8107
4963,Croatia,1991,3.5685
4964,Croatia,1992,3.4591
4965,Croatia,1993,3.578
4966,Croatia,1994,3.4464
4967,Croatia,1995,3.6425
4968,Croatia,1996,3.7911
4969,Croatia,1997,4.0943
4970,Croatia,1998,4.2325
4971,Croatia,1999,4.493
4972,Croatia,2000,4.44
4973,Croatia,2001,4.7148
4974,Croatia,2002,4.9792
4975,Croatia,2003,5.2893
4976,Croatia,2004,5.2218
4977,Croatia,2005,5.3324
4978,Croatia,2006,5.389
4979,Croatia,2007,5.7001
4980,Croatia,2008,5.4217
4981,Croatia,2009,5.0236
4982,Croatia,2010,4.8564
4983,Croatia,2011,4.7882
4984,Croatia,2012,4.4435
4985,Croatia,2013,4.3108
4986,Croatia,2014,4.1551
5042,Cuba,1990,2.7978
5043,Cuba,1991,2.5456
5044,Cuba,1992,1.9181
5045,Cuba,1993,1.8373
5046,Cuba,1994,1.9728
5047,Cuba,1995,2.0972
5048,Cuba,1996,2.133
5049,Cuba,1997,2.2575
5050,Cuba,1998,2.2008
5051,Cuba,1999,2.2073
5052,Cuba,2000,2.3166
5053,Cuba,2001,2.2585
5054,Cuba,2002,2.279
5055,Cuba,2003,2.3103
5056,Cuba,2004,2.2418
5057,Cuba,2005,2.1704
5058,Cuba,2006,2.1927
5059,Cuba,2007,2.1545
5060,Cuba,2008,2.5014
5061,Cuba,2009,2.5294
5062,Cuba,2010,3.0465
5063,Cuba,2011,2.6192
5064,Cuba,2012,2.6421
5065,Cuba,2013,2.4838
5066,Cuba,2014,2.427
5113,Curacao,1990,31.5274
5114,Curacao,1991,25.233
5115,Curacao,1992,20.821
5116,Curacao,1993,32.1965
5117,Curacao,1994,31.0023
5118,Curacao,1995,30.9463
5119,Curacao,1996,29.3378
5120,Curacao,1997,31.2384
5121,Curacao,1998,1.7579
5122,Curacao,1999,13.4242
5123,Curacao,2000,36.2003
5124,Curacao,2001,37.3548
5125,Curacao,2002,36.3821
5126,Curacao,2003,36.5934
5127,Curacao,2004,38.3071
5128,Curacao,2005,37.5521
5129,Curacao,2006,38.3482
5130,Curacao,2007,41.9804
5131,Curacao,2008,39.1118
5132,Curacao,2009,38.82
5133,Curacao,2010,26.0544
5134,Curacao,2011,32.5571
5135,Curacao,2012,37.7022
5136,Curacao,2013,35.1
5137,Curacao,2014,40.4485
5184,Cyprus,1990,6.0678
5185,Cyprus,1991,6.565
5186,Cyprus,1992,6.8896
5187,Cyprus,1993,7.0342
5188,Cyprus,1994,7.1683
5189,Cyprus,1995,6.865
5190,Cyprus,1996,7.1242
5191,Cyprus,1997,7.0807
5192,Cyprus,1998,7.271
5193,Cyprus,1999,7.4229
5194,Cyprus,2000,7.5484
5195,Cyprus,2001,7.2836
5196,Cyprus,2002,7.353
5197,Cyprus,2003,7.6232
5198,Cyprus,2004,7.7204
5199,Cyprus,2005,7.7409
5200,Cyprus,2006,7.8264
5201,Cyprus,2007,7.9925
5202,Cyprus,2008,8.057
5203,Cyprus,2009,7.7121
5204,Cyprus,2010,7.2798
5205,Cyprus,2011,6.9219
5206,Cyprus,2012,6.3977
5207,Cyprus,2013,5.7537
5208,Cyprus,2014,6.0311
5345,Czechia,1990,15.879
5346,Czechia,1991,14.3907
5347,Czechia,1992,13.9686
5348,Czechia,1993,13.3834
5349,Czechia,1994,12.7759
5350,Czechia,1995,12.705
5351,Czechia,1996,13.0387
5352,Czechia,1997,12.6447
5353,Czechia,1998,12.1385
5354,Czechia,1999,11.3147
5355,Czechia,2000,12.3552
5356,Czechia,2001,12.3673
5357,Czechia,2002,12.089
5358,Czechia,2003,12.4438
5359,Czechia,2004,12.5172
5360,Czechia,2005,12.2516
5361,Czechia,2006,12.2826
5362,Czechia,2007,12.3878
5363,Czechia,2008,11.7978
5364,Czechia,2009,10.9875
5365,Czechia,2010,11.1615
5366,Czechia,2011,10.8993
5367,Czechia,2012,10.5175
5368,Czechia,2013,10.0624
5369,Czechia,2014,9.8285
5446,Democratic Republic of Congo,1990,0.1228
5447,Democratic Republic of Congo,1991,0.0872
5448,Democratic Republic of Congo,1992,0.0752
5449,Democratic Republic of Congo,1993,0.0686
5450,Democratic Republic of Congo,1994,0.0422
5451,Democratic Republic of Congo,1995,0.0506
5452,Democratic Republic of Congo,1996,0.0541
5453,Democratic Republic of Congo,1997,0.0428
5454,Democratic Republic of Congo,1998,0.0369
5455,Democratic Republic of Congo,1999,0.0287
5456,Democratic Republic of Congo,2000,0.019
5457,Democratic Republic of Congo,2001,0.0159
5458,Democratic Republic of Congo,2002,0.017
5459,Democratic Republic of Congo,2003,0.0202
5460,Democratic Republic of Congo,2004,0.0217
5461,Democratic Republic of Congo,2005,0.0264
5462,Democratic Republic of Congo,2006,0.0274
5463,Democratic Republic of Congo,2007,0.029
5464,Democratic Republic of Congo,2008,0.03
5465,Democratic Republic of Congo,2009,0.0271
5466,Democratic Republic of Congo,2010,0.0304
5467,Democratic Republic of Congo,2011,0.0365
5468,Democratic Republic of Congo,2012,0.0341
5469,Democratic Republic of Congo,2013,0.0496
5470,Democratic Republic of Congo,2014,0.0628
5624,Denmark,1990,10.4206
5625,Denmark,1991,12.452
5626,Denmark,1992,11.2884
5627,Denmark,1993,11.6796
5628,Denmark,1994,12.4131
5629,Denmark,1995,11.7725
5630,Denmark,1996,14.2443
5631,Denmark,1997,12.4014
5632,Denmark,1998,11.5499
5633,Denmark,1999,11.018
5634,Denmark,2000,10.1647
5635,Denmark,2001,10.429
5636,Denmark,2002,10.3369
5637,Denmark,2003,11.2543
5638,Denmark,2004,10.1941
5639,Denmark,2005,9.5001
5640,Denmark,2006,10.9158
5641,Denmark,2007,9.9921
5642,Denmark,2008,9.3165
5643,Denmark,2009,8.8333
5644,Denmark,2010,8.8518
5645,Denmark,2011,7.9196
5646,Denmark,2012,7.1005
5647,Denmark,2013,7.4042
5648,Denmark,2014,6.6282
5695,Djibouti,1990,0.4655
5696,Djibouti,1991,0.4709
5697,Djibouti,1992,0.4885
5698,Djibouti,1993,0.4858
5699,Djibouti,1994,0.471
5700,Djibouti,1995,0.494
5701,Djibouti,1996,0.4554
5702,Djibouti,1997,0.499
5703,Djibouti,1998,0.5654
5704,Djibouti,1999,0.5496
5705,Djibouti,2000,0.5106
5706,Djibouti,2001,0.4999
5707,Djibouti,2002,0.5347
5708,Djibouti,2003,0.5547
5709,Djibouti,2004,0.5271
5710,Djibouti,2005,0.5286
5711,Djibouti,2006,0.5165
5712,Djibouti,2007,0.5732
5713,Djibouti,2008,0.6104
5714,Djibouti,2009,0.5533
5715,Djibouti,2010,0.6149
5716,Djibouti,2011,0.5537
5717,Djibouti,2012,0.5613
5718,Djibouti,2013,0.6302
5719,Djibouti,2014,0.4321
5765,Dominica,1990,0.8325
5766,Dominica,1991,0.833
5767,Dominica,1992,0.831
5768,Dominica,1993,0.8796
5769,Dominica,1994,0.9283
5770,Dominica,1995,1.1336
5771,Dominica,1996,1.0331
5772,Dominica,1997,1.1419
5773,Dominica,1998,1.0963
5774,Dominica,1999,1.1544
5775,Dominica,2000,1.473
5776,Dominica,2001,1.5777
5777,Dominica,2002,1.469
5778,Dominica,2003,1.6725
5779,Dominica,2004,2.0301
5780,Dominica,2005,2.0246
5781,Dominica,2006,2.0206
5782,Dominica,2007,2.5877
5783,Dominica,2008,2.3279
5784,Dominica,2009,2.2755
5785,Dominica,2010,2.4297
5786,Dominica,2011,2.1701
5787,Dominica,2012,2.3238
5788,Dominica,2013,2.3732
5789,Dominica,2014,2.4739
5839,Dominican Republic,1990,1.2527
5840,Dominican Republic,1991,1.3119
5841,Dominican Republic,1992,1.4063
5842,Dominican Republic,1993,1.4853
5843,Dominican Republic,1994,1.5353
5844,Dominican Republic,1995,1.932
5845,Dominican Republic,1996,2.0728
5846,Dominican Republic,1997,2.1357
5847,Dominican Republic,1998,2.1655
5848,Dominican Republic,1999,2.136
5849,Dominican Republic,2000,2.2419
5850,Dominican Republic,2001,2.2265
5851,Dominican Republic,2002,2.4011
5852,Dominican Republic,2003,2.4118
5853,Dominican Republic,2004,1.9314
5854,Dominican Republic,2005,1.9721
5855,Dominican Republic,2006,2.0732
5856,Dominican Republic,2007,2.1408
5857,Dominican Republic,2008,2.1497
5858,Dominican Republic,2009,2.0655
5859,Dominican Republic,2010,2.12
5860,Dominican Republic,2011,2.1724
5861,Dominican Republic,2012,2.1403
5862,Dominican Republic,2013,2.1165
5863,Dominican Republic,2014,2.1446
6060,EU-27,1990,9.2091
6061,EU-27,1991,9.0315
6062,EU-27,1992,8.703
6063,EU-27,1993,8.5174
6064,EU-27,1994,8.4553
6065,EU-27,1995,8.5565
6066,EU-27,1996,8.7472
6067,EU-27,1997,8.5876
6068,EU-27,1998,8.5628
6069,EU-27,1999,8.424
6070,EU-27,2000,8.4366
6071,EU-27,2001,8.5488
6072,EU-27,2002,8.5218
6073,EU-27,2003,8.6844
6074,EU-27,2004,8.6771
6075,EU-27,2005,8.602
6076,EU-27,2006,8.5985
6077,EU-27,2007,8.4795
6078,EU-27,2008,8.2642
6079,EU-27,2009,7.5803
6080,EU-27,2010,7.7962
6081,EU-27,2011,7.5565
6082,EU-27,2012,7.3774
6083,EU-27,2013,7.1837
6084,EU-27,2014,6.8672
6286,EU-28,1990,9.3647
6287,EU-28,1991,9.2219
6288,EU-28,1992,8.8968
6289,EU-28,1993,8.7005
6290,EU-28,1994,8.6342
6291,EU-28,1995,8.7032
6292,EU-28,1996,8.9124
6293,EU-28,1997,8.715
6294,EU-28,1998,8.7003
6295,EU-28,1999,8.5611
6296,EU-28,2000,8.5817
6297,EU-28,2001,8.6943
6298,EU-28,2002,8.6333
6299,EU-28,2003,8.7949
6300,EU-28,2004,8.7855
6301,EU-28,2005,8.7058
6302,EU-28,2006,8.6883
6303,EU-28,2007,8.556
6304,EU-28,2008,8.3261
6305,EU-28,2009,7.6155
6306,EU-28,2010,7.8298
6307,EU-28,2011,7.528
6308,EU-28,2012,7.4001
6309,EU-28,2013,7.2046
6310,EU-28,2014,6.8461
6390,Ecuador,1990,1.6086
6391,Ecuador,1991,1.5428
6392,Ecuador,1992,2.0492
6393,Ecuador,1993,2.1976
6394,Ecuador,1994,1.208
6395,Ecuador,1995,1.9804
6396,Ecuador,1996,2.0529
6397,Ecuador,1997,1.5234
6398,Ecuador,1998,1.8292
6399,Ecuador,1999,1.7171
6400,Ecuador,2000,1.6215
6401,Ecuador,2001,1.7763
6402,Ecuador,2002,1.8833
6403,Ecuador,2003,2.0006
6404,Ecuador,2004,2.1172
6405,Ecuador,2005,2.1676
6406,Ecuador,2006,2.0552
6407,Ecuador,2007,2.3562
6408,Ecuador,2008,2.0345
6409,Ecuador,2009,2.2
6410,Ecuador,2010,2.32
6411,Ecuador,2011,2.4533
6412,Ecuador,2012,2.401
6413,Ecuador,2013,2.506
6414,Ecuador,2014,2.7086
6500,Egypt,1990,1.34
6501,Egypt,1991,1.346
6502,Egypt,1992,1.3626
6503,Egypt,1993,1.541
6504,Egypt,1994,1.384
6505,Egypt,1995,1.5223
6506,Egypt,1996,1.4712
6507,Egypt,1997,1.6568
6508,Egypt,1998,1.8348
6509,Egypt,1999,1.844
6510,Egypt,2000,2.039
6511,Egypt,2001,1.7718
6512,Egypt,2002,1.7596
6513,Egypt,2003,2.0111
6514,Egypt,2004,2.0108
6515,Egypt,2005,2.1853
6516,Egypt,2006,2.2897
6517,Egypt,2007,2.3764
6518,Egypt,2008,2.4457
6519,Egypt,2009,2.5041
6520,Egypt,2010,2.4268
6521,Egypt,2011,2.5202
6522,Egypt,2012,2.4151
6523,Egypt,2013,2.3409
6524,Egypt,2014,2.4514
6571,El Salvador,1990,0.4696
6572,El Salvador,1991,0.5905
6573,El Salvador,1992,0.6124
6574,El Salvador,1993,0.7241
6575,El Salvador,1994,0.8114
6576,El Salvador,1995,0.888
6577,El Salvador,1996,0.7758
6578,El Salvador,1997,0.9425
6579,El Salvador,1998,0.9885
6580,El Salvador,1999,0.956
6581,El Salvador,2000,0.9632
6582,El Salvador,2001,0.9883
6583,El Salvador,2002,1.0181
6584,El Salvador,2003,1.0735
6585,El Salvador,2004,1.0382
6586,El Salvador,2005,1.0406
6587,El Salvador,2006,1.105
6588,El Salvador,2007,1.1212
6589,El Salvador,2008,1.0445
6590,El Salvador,2009,1.0251
6591,El Salvador,2010,1.0218
6592,El Salvador,2011,1.0465
6593,El Salvador,2012,1.0375
6594,El Salvador,2013,0.9726
6595,El Salvador,2014,0.9771
6642,Equatorial Guinea,1990,0.1486
6643,Equatorial Guinea,1991,0.1524
6644,Equatorial Guinea,1992,0.1475
6645,Equatorial Guinea,1993,0.1505
6646,Equatorial Guinea,1994,0.1606
6647,Equatorial Guinea,1995,0.1696
6648,Equatorial Guinea,1996,0.2486
6649,Equatorial Guinea,1997,0.5669
6650,Equatorial Guinea,1998,0.4724
6651,Equatorial Guinea,1999,0.6991
6652,Equatorial Guinea,2000,1.0155
6653,Equatorial Guinea,2001,4.6927
6654,Equatorial Guinea,2002,11.8203
6655,Equatorial Guinea,2003,11.5949
6656,Equatorial Guinea,2004,13.8956
6657,Equatorial Guinea,2005,10.7252
6658,Equatorial Guinea,2006,9.0608
6659,Equatorial Guinea,2007,6.7957
6660,Equatorial Guinea,2008,7.108
6661,Equatorial Guinea,2009,5.9984
6662,Equatorial Guinea,2010,7.2104
6663,Equatorial Guinea,2011,9.5901
6664,Equatorial Guinea,2012,8.8971
6665,Equatorial Guinea,2013,10.7563
6666,Equatorial Guinea,2014,9.9609
6679,Eritrea,1994,0.3353
6680,Eritrea,1995,0.3733
6681,Eritrea,1996,0.4091
6682,Eritrea,1997,0.3683
6683,Eritrea,1998,0.2657
6684,Eritrea,1999,0.2751
6685,Eritrea,2000,0.2637
6686,Eritrea,2001,0.2638
