,Entity,Year,CO2 Emissions
7439,Europe,2000,6149033673
7440,Europe,2001,6275941415
7441,Europe,2002,6241655552
7442,Europe,2003,6387841133
7443,Europe,2004,6419130511
7444,Europe,2005,6410329615
7445,Europe,2006,6509434302
7446,Europe,2007,6457352334
7447,Europe,2008,6384572255
7448,Europe,2009,5871171361
7449,Europe,2010,6098534908
7450,Europe,2011,6023668149
7451,Europe,2012,5972231655
7452,Europe,2013,5815574828
7453,Europe,2014,5589757324
7700,Europe (excl. EU-27),1990,4171839911
7701,Europe (excl. EU-27),1991,3932417669
7702,Europe (excl. EU-27),1992,3420664227
7703,Europe (excl. EU-27),1993,3200001471
7704,Europe (excl. EU-27),1994,2858197544
7705,Europe (excl. EU-27),1995,2789029825
7706,Europe (excl. EU-27),1996,2753004211
7707,Europe (excl. EU-27),1997,2611990274
7708,Europe (excl. EU-27),1998,2594604702
7709,Europe (excl. EU-27),1999,2565433145
7710,Europe (excl. EU-27),2000,2554866379
7711,Europe (excl. EU-27),2001,2624792123
7712,Europe (excl. EU-27),2002,2589720218
7713,Europe (excl. EU-27),2003,2651947592
7714,Europe (excl. EU-27),2004,2672068151
7715,Europe (excl. EU-27),2005,2683035272
7716,Europe (excl. EU-27),2006,2772977086
7717,Europe (excl. EU-27),2007,2763371507
7718,Europe (excl. EU-27),2008,2775828646
7719,Europe (excl. EU-27),2009,2554107366
7720,Europe (excl. EU-27),2010,2681276422
7721,Europe (excl. EU-27),2011,2705200207
7722,Europe (excl. EU-27),2012,2727261137
7723,Europe (excl. EU-27),2013,2651389545
7724,Europe (excl. EU-27),2014,2560980949
7891,Europe (excl. EU-28),1990,3571496021
7892,Europe (excl. EU-28),1991,3323987029
7893,Europe (excl. EU-28),1992,2827780393
7894,Europe (excl. EU-28),1993,2621366201
7895,Europe (excl. EU-28),1994,2283556698
7896,Europe (excl. EU-28),1995,2222461865
7897,Europe (excl. EU-28),1996,2164816608
7898,Europe (excl. EU-28),1997,2049657097
7899,Europe (excl. EU-28),1998,2027004576
7900,Europe (excl. EU-28),1999,2004324590
7901,Europe (excl. EU-28),2000,1987281346
7902,Europe (excl. EU-28),2001,2048478585
7903,Europe (excl. EU-28),2002,2029654186
7904,Europe (excl. EU-28),2003,2080475671
7905,Europe (excl. EU-28),2004,2099164494
7906,Europe (excl. EU-28),2005,2113073158
7907,Europe (excl. EU-28),2006,2205405148
7908,Europe (excl. EU-28),2007,2204135089
7909,Europe (excl. EU-28),2008,2231330521
7910,Europe (excl. EU-28),2009,2060212512
7911,Europe (excl. EU-28),2010,2169644792
7912,Europe (excl. EU-28),2011,2235746535
7913,Europe (excl. EU-28),2012,2239744582
7914,Europe (excl. EU-28),2013,2174002057
7915,Europe (excl. EU-28),2014,2122439950
7962,Faeroe Islands,1990,703488
7963,Faeroe Islands,1991,655856
7964,Faeroe Islands,1992,648528
7965,Faeroe Islands,1993,582576
7966,Faeroe Islands,1994,575248
7967,Faeroe Islands,1995,571584
7968,Faeroe Islands,1996,600896
7969,Faeroe Islands,1997,589904
7970,Faeroe Islands,1998,622880
7971,Faeroe Islands,1999,630208
7972,Faeroe Islands,2000,688832
7973,Faeroe Islands,2001,762112
7974,Faeroe Islands,2002,725472
7975,Faeroe Islands,2003,732800
7976,Faeroe Islands,2004,747456
7977,Faeroe Islands,2005,721808
7978,Faeroe Islands,2006,677840
7979,Faeroe Islands,2007,688832
7980,Faeroe Islands,2008,630208
7981,Faeroe Islands,2009,575248
7982,Faeroe Islands,2010,630208
7983,Faeroe Islands,2011,567920
7984,Faeroe Islands,2012,589904
7985,Faeroe Islands,2013,648528
7986,Faeroe Islands,2014,597232
8033,Fiji,1990,804718
8034,Fiji,1991,662360
8035,Fiji,1992,741103
8036,Fiji,1993,743123
8037,Fiji,1994,737955
8038,Fiji,1995,755017
8039,Fiji,1996,814431
8040,Fiji,1997,782808
8041,Fiji,1998,761625
8042,Fiji,1999,774787
8043,Fiji,2000,833176
8044,Fiji,2001,1045869
8045,Fiji,2002,879737
8046,Fiji,2003,1037013
8047,Fiji,2004,1340918
8048,Fiji,2005,1082308
8049,Fiji,2006,1202662
8050,Fiji,2007,1140350
8051,Fiji,2008,879019
8052,Fiji,2009,778450
8053,Fiji,2010,1201720
8054,Fiji,2011,1068238
8055,Fiji,2012,1042187
8056,Fiji,2013,1098788
8057,Fiji,2014,1244223
8194,Finland,1990,56968380
8195,Finland,1991,55230404
8196,Finland,1992,54284403
8197,Finland,1993,56348154
8198,Finland,1994,61711042
8199,Finland,1995,58139983
8200,Finland,1996,64056529
8201,Finland,1997,62719213
8202,Finland,1998,59369603
8203,Finland,1999,58891935
8204,Finland,2000,57038198
8205,Finland,2001,62536132
8206,Finland,2002,65059823
8207,Finland,2003,72657796
8208,Finland,2004,68960708
8209,Finland,2005,57047263
8210,Finland,2006,68389147
8211,Finland,2007,66765402
8212,Finland,2008,58616619
8213,Finland,2009,55936521
8214,Finland,2010,64103398
8215,Finland,2011,56666649
8216,Finland,2012,51229342
8217,Finland,2013,51728113
8218,Finland,2014,47644671
8407,France,1990,392998429
8408,France,1991,417133786
8409,France,1992,406979372
8410,France,1993,387666505
8411,France,1994,381025934
8412,France,1995,385975389
8413,France,1996,402402889
8414,France,1997,395245277
8415,France,1998,413905746
8416,France,1999,411544213
8417,France,2000,405901062
8418,France,2001,410533356
8419,France,2002,406010421
8420,France,2003,411946138
8421,France,2004,413148836
8422,France,2005,415517543
8423,France,2006,405761299
8424,France,2007,395427663
8425,France,2008,387991843
8426,France,2009,368631190
8427,France,2010,376575652
8428,France,2011,353734944
8429,France,2012,355931515
8430,France,2013,357536915
8431,France,2014,325885736
8487,French Guiana,1990,709655
8488,French Guiana,1991,799783
8489,French Guiana,1992,809735
8490,French Guiana,1993,859485
8491,French Guiana,1994,761331
8492,French Guiana,1995,711474
8493,French Guiana,1996,586401
8494,French Guiana,1997,546335
8495,French Guiana,1998,645274
8496,French Guiana,1999,514797
8497,French Guiana,2000,502873
8498,French Guiana,2001,558215
8499,French Guiana,2002,505891
8500,French Guiana,2003,645518
8501,French Guiana,2004,629917
8502,French Guiana,2005,594647
8503,French Guiana,2006,507507
8504,French Guiana,2007,600467
8505,French Guiana,2008,581599
8506,French Guiana,2009,765922
8507,French Guiana,2010,712224
8508,French Guiana,2011,714282
8509,French Guiana,2012,706429
8510,French Guiana,2013,692342
8511,French Guiana,2014,691310
8553,French Polynesia,1990,439680
8554,French Polynesia,1991,436016
8555,French Polynesia,1992,414032
8556,French Polynesia,1993,428688
8557,French Polynesia,1994,443344
8558,French Polynesia,1995,432352
8559,French Polynesia,1996,436016
8560,French Polynesia,1997,454336
8561,French Polynesia,1998,450672
8562,French Polynesia,1999,498304
8563,French Polynesia,2000,571584
8564,French Polynesia,2001,681504
8565,French Polynesia,2002,685168
8566,French Polynesia,2003,740128
8567,French Polynesia,2004,725472
8568,French Polynesia,2005,784096
8569,French Polynesia,2006,780432
8570,French Polynesia,2007,769440
8571,French Polynesia,2008,795088
8572,French Polynesia,2009,798752
8573,French Polynesia,2010,802416
8574,French Polynesia,2011,787760
8575,French Polynesia,2012,773104
8576,French Polynesia,2013,787760
8577,French Polynesia,2014,769440
8624,Gabon,1990,4484725
8625,Gabon,1991,4521703
8626,Gabon,1992,4916933
8627,Gabon,1993,4974695
8628,Gabon,1994,4374933
8629,Gabon,1995,4606046
8630,Gabon,1996,4754184
8631,Gabon,1997,4774817
8632,Gabon,1998,4956206
8633,Gabon,1999,4788392
8634,Gabon,2000,4668567
8635,Gabon,2001,4771911
8636,Gabon,2002,4543849
8637,Gabon,2003,4614161
8638,Gabon,2004,4657891
8639,Gabon,2005,4858905
8640,Gabon,2006,4143462
8641,Gabon,2007,4089598
8642,Gabon,2008,4162834
8643,Gabon,2009,4232845
8644,Gabon,2010,4783240
8645,Gabon,2011,4930245
8646,Gabon,2012,5033862
8647,Gabon,2013,5269051
8648,Gabon,2014,5316546
8695,Gambia,1990,197856
8696,Gambia,1991,197856
8697,Gambia,1992,197856
8698,Gambia,1993,208848
8699,Gambia,1994,208848
8700,Gambia,1995,216176
8701,Gambia,1996,219840
8702,Gambia,1997,223504
8703,Gambia,1998,241824
8704,Gambia,1999,274800
8705,Gambia,2000,274800
8706,Gambia,2001,300448
8707,Gambia,2002,300448
8708,Gambia,2003,300448
8709,Gambia,2004,322432
8710,Gambia,2005,326096
8711,Gambia,2006,351744
8712,Gambia,2007,351744
8713,Gambia,2008,366400
8714,Gambia,2009,381056
8715,Gambia,2010,432352
8716,Gambia,2011,447008
8717,Gambia,2012,454336
8718,Gambia,2013,432352
8719,Gambia,2014,512960
8864,Georgia,1990,15945349
8865,Georgia,1991,15869490
8866,Georgia,1992,15276915
8867,Georgia,1993,9915700
8868,Georgia,1994,6067844
8869,Georgia,1995,2290286
8870,Georgia,1996,4053812
8871,Georgia,1997,4426263
8872,Georgia,1998,4939172
8873,Georgia,1999,4310981
8874,Georgia,2000,4500388
8875,Georgia,2001,3732319
8876,Georgia,2002,3351955
8877,Georgia,2003,3735201
8878,Georgia,2004,4275506
8879,Georgia,2005,5017588
8880,Georgia,2006,6096712
8881,Georgia,2007,6365351
8882,Georgia,2008,5308807
8883,Georgia,2009,6135626
8884,Georgia,2010,6208043
8885,Georgia,2011,7804526
8886,Georgia,2012,8251811
8887,Georgia,2013,8009298
8888,Georgia,2014,8934398
9093,Germany,1990,1052476835
9094,Germany,1991,1014224521
9095,Germany,1992,965893262
9096,Germany,1993,956132116
9097,Germany,1994,939814629
9098,Germany,1995,938968408
9099,Germany,1996,959151308
9100,Germany,1997,931324201
9101,Germany,1998,923356691
9102,Germany,1999,895874334
9103,Germany,2000,899852056
9104,Germany,2001,916648522
9105,Germany,2002,899971399
9106,Germany,2003,901151903
9107,Germany,2004,887089127
9108,Germany,2005,866697224
9109,Germany,2006,878320430
9110,Germany,2007,851624329
9111,Germany,2008,854927145
9112,Germany,2009,790294719
9113,Germany,2010,832949108
9114,Germany,2011,809216919
9115,Germany,2012,813984654
9116,Germany,2013,831453838
9117,Germany,2014,792587770
9164,Ghana,1990,3790882
9165,Ghana,1991,4209288
9166,Ghana,1992,3661745
9167,Ghana,1993,4309505
9168,Ghana,1994,5088912
9169,Ghana,1995,5153605
9170,Ghana,1996,5468649
9171,Ghana,1997,6204804
9172,Ghana,1998,6244973
9173,Ghana,1999,6370451
9174,Ghana,2000,6101182
9175,Ghana,2001,6733777
9176,Ghana,2002,7232698
9177,Ghana,2003,7438500
9178,Ghana,2004,7153326
9179,Ghana,2005,6802875
9180,Ghana,2006,9159489
9181,Ghana,2007,9618768
9182,Ghana,2008,8925351
9183,Ghana,2009,7497608
9184,Ghana,2010,9709648
9185,Ghana,2011,11226017
9186,Ghana,2012,14315347
9187,Ghana,2013,14179876
9188,Ghana,2014,14754583
9304,Greece,1990,83425552
9305,Greece,1991,83401121
9306,Greece,1992,84982711
9307,Greece,1993,84296366
9308,Greece,1994,86442177
9309,Greece,1995,86979098
9310,Greece,1996,89132008
9311,Greece,1997,93820932
9312,Greece,1998,98641499
9313,Greece,1999,97958378
9314,Greece,2000,102999026
9315,Greece,2001,105385700
9316,Greece,2002,105020957
9317,Greece,2003,109089754
9318,Greece,2004,109546749
9319,Greece,2005,113930967
9320,Greece,2006,112472438
9321,Greece,2007,114592335
9322,Greece,2008,111125242
9323,Greece,2009,104354753
9324,Greece,2010,97361427
9325,Greece,2011,94549566
9326,Greece,2012,91430548
9327,Greece,2013,81736129
9328,Greece,2014,78662108
9375,Greenland,1990,624506
9376,Greenland,1991,609701
9377,Greenland,1992,595600
9378,Greenland,1993,545710
9379,Greenland,1994,495715
9380,Greenland,1995,534120
9381,Greenland,1996,596742
9382,Greenland,1997,617614
9383,Greenland,1998,596843
9384,Greenland,1999,594492
9385,Greenland,2000,667505
9386,Greenland,2001,618086
9387,Greenland,2002,579721
9388,Greenland,2003,649778
9389,Greenland,2004,639923
9390,Greenland,2005,644089
9391,Greenland,2006,662254
9392,Greenland,2007,653156
9393,Greenland,2008,677758
9394,Greenland,2009,592953
9395,Greenland,2010,678834
9396,Greenland,2011,725334
9397,Greenland,2012,578472
9398,Greenland,2013,561216
9399,Greenland,2014,520837
9446,Grenada,1990,106256
9447,Grenada,1991,109920
9448,Grenada,1992,117248
9449,Grenada,1993,120912
9450,Grenada,1994,142896
9451,Grenada,1995,150224
9452,Grenada,1996,153888
9453,Grenada,1997,168544
9454,Grenada,1998,175872
9455,Grenada,1999,194192
9456,Grenada,2000,190528
9457,Grenada,2001,194192
9458,Grenada,2002,205184
9459,Grenada,2003,216176
9460,Grenada,2004,205184
9461,Grenada,2005,216176
9462,Grenada,2006,230832
9463,Grenada,2007,238160
9464,Grenada,2008,252816
9465,Grenada,2009,252816
9466,Grenada,2010,260144
9467,Grenada,2011,252816
9468,Grenada,2012,271136
9469,Grenada,2013,304112
9470,Grenada,2014,234496
9517,Guadeloupe,1990,1316162
9518,Guadeloupe,1991,1397423
9519,Guadeloupe,1992,1408602
9520,Guadeloupe,1993,1547974
9521,Guadeloupe,1994,1662784
9522,Guadeloupe,1995,1733922
9523,Guadeloupe,1996,1824359
9524,Guadeloupe,1997,1837671
9525,Guadeloupe,1998,2223073
9526,Guadeloupe,1999,2171102
9527,Guadeloupe,2000,2125185
9528,Guadeloupe,2001,2258428
9529,Guadeloupe,2002,2356499
9530,Guadeloupe,2003,2387588
9531,Guadeloupe,2004,2553717
9532,Guadeloupe,2005,2382748
9533,Guadeloupe,2006,2336210
9534,Guadeloupe,2007,2488238
9535,Guadeloupe,2008,2439371
9536,Guadeloupe,2009,2379249
9537,Guadeloupe,2010,2505064
9538,Guadeloupe,2011,2512302
9539,Guadeloupe,2012,2484681
9540,Guadeloupe,2013,2435135
9541,Guadeloupe,2014,2431506
9597,Guatemala,1990,4972245
9598,Guatemala,1991,4951134
9599,Guatemala,1992,5919209
9600,Guatemala,1993,5577778
9601,Guatemala,1994,6751174
9602,Guatemala,1995,7078550
9603,Guatemala,1996,6571124
9604,Guatemala,1997,7501859
9605,Guatemala,1998,8639397
9606,Guatemala,1999,8805825
9607,Guatemala,2000,9764762
9608,Guatemala,2001,10233260
9609,Guatemala,2002,10721662
9610,Guatemala,2003,10447951
9611,Guatemala,2004,11180307
9612,Guatemala,2005,12109271
9613,Guatemala,2006,12176554
9614,Guatemala,2007,12144909
9615,Guatemala,2008,10893166
9616,Guatemala,2009,11442047
9617,Guatemala,2010,11097682
9618,Guatemala,2011,11237312
9619,Guatemala,2012,11557767
9620,Guatemala,2013,12783614
9621,Guatemala,2014,13785180
9660,Guinea,1990,1003936
9661,Guinea,1991,1025920
9662,Guinea,1992,1058896
9663,Guinea,1993,1088208
9664,Guinea,1994,1124848
9665,Guinea,1995,1165152
9666,Guinea,1996,1234768
9667,Guinea,1997,1289728
9668,Guinea,1998,1363008
9669,Guinea,1999,1432624
9670,Guinea,2000,1491248
9671,Guinea,2001,1560864
9672,Guinea,2002,1623152
9673,Guinea,2003,1700096
9674,Guinea,2004,1762384
9675,Guinea,2005,1824672
9676,Guinea,2006,1890624
9677,Guinea,2007,1967568
9678,Guinea,2008,1996880
9679,Guinea,2009,2110464
9680,Guinea,2010,2484192
9681,Guinea,2011,2594112
9682,Guinea,2012,2421904
9683,Guinea,2013,2110464
9684,Guinea,2014,2165424
9731,Guinea-Bissau,1990,172208
9732,Guinea-Bissau,1991,175872
9733,Guinea-Bissau,1992,179536
9734,Guinea-Bissau,1993,183200
9735,Guinea-Bissau,1994,183200
9736,Guinea-Bissau,1995,183200
9737,Guinea-Bissau,1996,183200
9738,Guinea-Bissau,1997,201520
9739,Guinea-Bissau,1998,172208
9740,Guinea-Bissau,1999,194192
9741,Guinea-Bissau,2000,146560
9742,Guinea-Bissau,2001,150224
9743,Guinea-Bissau,2002,153888
9744,Guinea-Bissau,2003,194192
9745,Guinea-Bissau,2004,201520
9746,Guinea-Bissau,2005,212512
9747,Guinea-Bissau,2006,216176
9748,Guinea-Bissau,2007,230832
9749,Guinea-Bissau,2008,227168
9750,Guinea-Bissau,2009,234496
9751,Guinea-Bissau,2010,238160
9752,Guinea-Bissau,2011,241824
9753,Guinea-Bissau,2012,245488
9754,Guinea-Bissau,2013,245488
9755,Guinea-Bissau,2014,260144
9802,Guyana,1990,1128512
9803,Guyana,1991,1106528
9804,Guyana,1992,1040576
9805,Guyana,1993,1044240
9806,Guyana,1994,1458272
9807,Guyana,1995,1568192
9808,Guyana,1996,1652464
9809,Guyana,1997,1806352
9810,Guyana,1998,1828336
9811,Guyana,1999,1832000
9812,Guyana,2000,1747728
9813,Guyana,2001,1744064
9814,Guyana,2002,1714752
9815,Guyana,2003,1857648
9816,Guyana,2004,1927264
9817,Guyana,2005,1619488
9818,Guyana,2006,1509568
9819,Guyana,2007,1780704
9820,Guyana,2008,1707424
9821,Guyana,2009,1908944
9822,Guyana,2010,1886960
9823,Guyana,2011,1960240
9824,Guyana,2012,1960240
9825,Guyana,2013,1905280
9826,Guyana,2014,1972021
9873,Haiti,1990,994997
9874,Haiti,1991,976137
9875,Haiti,1992,888522
9876,Haiti,1993,684199
9877,Haiti,1994,183200
9878,Haiti,1995,875696
9879,Haiti,1996,1018592
9880,Haiti,1997,1348352
9881,Haiti,1998,1234768
9882,Haiti,1999,1271408
9883,Haiti,2000,1634144
9884,Haiti,2001,1471293
9885,Haiti,2002,1785235
9886,Haiti,2003,1700183
9887,Haiti,2004,1651995
9888,Haiti,2005,1724339
9889,Haiti,2006,1752042
9890,Haiti,2007,1772405
9891,Haiti,2008,1760637
9892,Haiti,2009,1888301
9893,Haiti,2010,2136827
9894,Haiti,2011,2272898
9895,Haiti,2012,2264181
9896,Haiti,2013,2706250
9897,Haiti,2014,2704625
9944,Honduras,1990,2416737
9945,Honduras,1991,2438592
9946,Honduras,1992,2685697
9947,Honduras,1993,2823529
9948,Honduras,1994,3161731
9949,Honduras,1995,3766619
9950,Honduras,1996,3816897
9951,Honduras,1997,3944794
9952,Honduras,1998,4737307
9953,Honduras,1999,4613286
9954,Honduras,2000,4929308
9955,Honduras,2001,5602252
9956,Honduras,2002,5868022
9957,Honduras,2003,6616876
9958,Honduras,2004,7194159
9959,Honduras,2005,6830896
9960,Honduras,2006,7676539
9961,Honduras,2007,8205736
9962,Honduras,2008,8437644
9963,Honduras,2009,7939122
9964,Honduras,2010,7890362
9965,Honduras,2011,8735738
9966,Honduras,2012,9093702
9967,Honduras,2013,9240065
9968,Honduras,2014,9309030
10021,Hong Kong,1990,27147690
10022,Hong Kong,1991,28463072
10023,Hong Kong,1992,32918561
10024,Hong Kong,1993,34777844
10025,Hong Kong,1994,31079293
10026,Hong Kong,1995,31267054
10027,Hong Kong,1996,28908528
10028,Hong Kong,1997,30496981
10029,Hong Kong,1998,38924984
10030,Hong Kong,1999,42549016
10031,Hong Kong,2000,40282786
10032,Hong Kong,2001,37801699
10033,Hong Kong,2002,39485079
10034,Hong Kong,2003,43202329
10035,Hong Kong,2004,41569401
10036,Hong Kong,2005,43730550
10037,Hong Kong,2006,41914808
10038,Hong Kong,2007,43572438
10039,Hong Kong,2008,42790584
10040,Hong Kong,2009,41579400
10041,Hong Kong,2010,40062903
10042,Hong Kong,2011,43149716
10043,Hong Kong,2012,42742062
10044,Hong Kong,2013,44306891
10045,Hong Kong,2014,45491754
10209,Hungary,1990,73225500
10210,Hungary,1991,69656214
10211,Hungary,1992,62084798
10212,Hungary,1993,63389238
10213,Hungary,1994,61786518
10214,Hungary,1995,61391277
10215,Hungary,1996,63024745
10216,Hungary,1997,61623522
10217,Hungary,1998,61163628
10218,Hungary,1999,61663704
10219,Hungary,2000,58365110
10220,Hungary,2001,59968172
10221,Hungary,2002,59004668
10222,Hungary,2003,61756139
10223,Hungary,2004,60132085
10224,Hungary,2005,60277822
10225,Hungary,2006,59641574
10226,Hungary,2007,58553641
10227,Hungary,2008,57248081
10228,Hungary,2009,51470656
10229,Hungary,2010,52068804
10230,Hungary,2011,50191342
10231,Hungary,2012,46757505
10232,Hungary,2013,43590214
10233,Hungary,2014,43678123
10291,Iceland,1990,2228425
10292,Iceland,1991,2106051
10293,Iceland,1992,2254963
10294,Iceland,1993,2411258
10295,Iceland,1994,2364690
10296,Iceland,1995,2467100
10297,Iceland,1996,2522576
10298,Iceland,1997,2618531
10299,Iceland,1998,2637554
10300,Iceland,1999,2840387
10301,Iceland,2000,2932131
10302,Iceland,2001,2863426
10303,Iceland,2002,2991283
10304,Iceland,2003,2984898
10305,Iceland,2004,3109114
10306,Iceland,2005,2976356
10307,Iceland,2006,3152914
10308,Iceland,2007,3496090
10309,Iceland,2008,3811449
10310,Iceland,2009,3727679
10311,Iceland,2010,3624647
10312,Iceland,2011,3501314
10313,Iceland,2012,3496829
10314,Iceland,2013,3482726
10315,Iceland,2014,3459260
10443,India,1990,578518195
10444,India,1991,615924923
10445,India,1992,656033132
10446,India,1993,677916275
10447,India,1994,716917563
10448,India,1995,762120642
10449,India,1996,825918856
10450,India,1997,859686238
10451,India,1998,877698067
10452,India,1999,951748674
10453,India,2000,978919215
10454,India,2001,992560136
10455,India,2002,1023027203
10456,India,2003,1059616164
10457,India,2004,1125471265
10458,India,2005,1185953364
10459,India,2006,1259744276
10460,India,2007,1358152218
10461,India,2008,1462814598
10462,India,2009,1612816599
10463,India,2010,1677887585
10464,India,2011,1780129996
10465,India,2012,1963586045
10466,India,2013,2036937081
10467,India,2014,2185855918
10575,Indonesia,1990,150284643
10576,Indonesia,1991,180621138
10577,Indonesia,1992,203577157
10578,Indonesia,1993,219762164
10579,Indonesia,1994,222855120
10580,Indonesia,1995,226542578
10581,Indonesia,1996,255067457
10582,Indonesia,1997,280733833
10583,Indonesia,1998,215970801
10584,Indonesia,1999,243950117
10585,Indonesia,2000,274726688
10586,Indonesia,2001,303341381
10587,Indonesia,2002,310818287
10588,Indonesia,2003,340441487
10589,Indonesia,2004,344393729
10590,Indonesia,2005,348988697
10591,Indonesia,2006,346705556
10592,Indonesia,2007,388255228
10593,Indonesia,2008,366293293
10594,Indonesia,2009,401957338
10595,Indonesia,2010,451931468
10596,Indonesia,2011,504761970
10597,Indonesia,2012,521527856
10598,Indonesia,2013,496074375
10599,Indonesia,2014,498973167
10646,International transport,1990,557909724
10647,International transport,1991,550602412
10648,International transport,1992,559748269
10649,International transport,1993,562453473
10650,International transport,1994,589485812
10651,International transport,1995,622759043
10652,International transport,1996,673977896
10653,International transport,1997,709381689
10654,International transport,1998,751714956
10655,International transport,1999,776286591
10656,International transport,2000,786862380
10657,International transport,2001,781931336
10658,International transport,2002,799696790
10659,International transport,2003,834217418
10660,International transport,2004,906605471
10661,International transport,2005,945109676
10662,International transport,2006,997658630
10663,International transport,2007,1055405312
10664,International transport,2008,1068476303
10665,International transport,2009,1022623797
10666,International transport,2010,1086420125
10667,International transport,2011,1111962011
10668,International transport,2012,1101737121
10669,International transport,2013,1118095083
10670,International transport,2014,1128692033
10757,Iran,1990,209943734
10758,Iran,1991,226010886
10759,Iran,1992,226934892
10760,Iran,1993,235606908
10761,Iran,1994,263820316
10762,Iran,1995,271581982
10763,Iran,1996,273768887
10764,Iran,1997,267045699
10765,Iran,1998,305503483
10766,Iran,1999,379501400
10767,Iran,2000,369149582
10768,Iran,2001,394759364
10769,Iran,2002,397624829
10770,Iran,2003,413664624
10771,Iran,2004,441946593
10772,Iran,2005,463499413
10773,Iran,2006,503636232
10774,Iran,2007,512659548
10775,Iran,2008,534644072
10776,Iran,2009,559024857
10777,Iran,2010,569771991
10778,Iran,2011,577336334
10779,Iran,2012,602738337
10780,Iran,2013,610210045
10781,Iran,2014,641842053
10850,Iraq,1990,49057049
10851,Iraq,1991,45185441
10852,Iraq,1992,58889385
10853,Iraq,1993,63129812
10854,Iraq,1994,71089200
10855,Iraq,1995,74083308
10856,Iraq,1996,69283215
10857,Iraq,1997,68079443
10858,Iraq,1998,72101517
10859,Iraq,1999,71681430
10860,Iraq,2000,71715533
10861,Iraq,2001,84556041
10862,Iraq,2002,86322167
10863,Iraq,2003,90785437
10864,Iraq,2004,113635050
10865,Iraq,2005,112764261
10866,Iraq,2006,97964939
10867,Iraq,2007,61169409
10868,Iraq,2008,91803403
10869,Iraq,2009,102968937
10870,Iraq,2010,110065833
10871,Iraq,2011,135274148
10872,Iraq,2012,152814840
10873,Iraq,2013,163676973
10874,Iraq,2014,165150848
10960,Ireland,1990,32943604
10961,Ireland,1991,33673494
10962,Ireland,1992,33494498
10963,Ireland,1993,33715571
10964,Ireland,1994,34837654
10965,Ireland,1995,35852203
10966,Ireland,1996,37468513
10967,Ireland,1997,38804279
10968,Ireland,1998,40708288
10969,Ireland,1999,42439518
10970,Ireland,2000,45248509
10971,Ireland,2001,47606827
10972,Ireland,2002,46080800
10973,Ireland,2003,45683185
10974,Ireland,2004,46165841
10975,Ireland,2005,48155797
10976,Ireland,2006,47603979
10977,Ireland,2007,47663727
10978,Ireland,2008,47366674
10979,Ireland,2009,42180319
10980,Ireland,2010,41793915
10981,Ireland,2011,38097299
10982,Ireland,2012,38241975
10983,Ireland,2013,37291763
10984,Ireland,2014,36909012
11051,Israel,1990,35824360
11052,Israel,1991,36148458
11053,Israel,1992,42082498
11054,Israel,1993,44234508
11055,Israel,1994,47474582
11056,Israel,1995,49865527
11057,Israel,1996,51935752
11058,Israel,1997,54865705
11059,Israel,1998,56009768
11060,Israel,1999,54756050
11061,Israel,2000,59519380
11062,Israel,2001,63023569
11063,Israel,2002,59301358
11064,Israel,2003,62414678
11065,Israel,2004,58679234
11066,Israel,2005,56524139
11067,Israel,2006,62148963
11068,Israel,2007,62799906
11069,Israel,2008,67980176
11070,Israel,2009,63860946
11071,Israel,2010,68286901
11072,Israel,2011,68594737
11073,Israel,2012,74784579
11074,Israel,2013,63131686
11075,Israel,2014,60351834
11212,Italy,1990,439549775
11213,Italy,1991,439094031
11214,Italy,1992,439315218
11215,Italy,1993,431604727
11216,Italy,1994,425796750
11217,Italy,1995,449826011
11218,Italy,1996,444029280
11219,Italy,1997,449754083
11220,Italy,1998,461945883
11221,Italy,1999,466424826
11222,Italy,2000,470493152
11223,Italy,2001,470575948
11224,Italy,2002,478005096
11225,Italy,2003,495964765
11226,Italy,2004,501567832
11227,Italy,2005,502259537
11228,Italy,2006,496891877
11229,Italy,2007,490602557
11230,Italy,2008,478902802
11231,Italy,2009,424738934
11232,Italy,2010,436153683
11233,Italy,2011,424277527
11234,Italy,2012,403447214
11235,Italy,2013,369834337
11236,Italy,2014,349581755
11283,Jamaica,1990,7527165
11284,Jamaica,1991,7750991
11285,Jamaica,1992,7708731
11286,Jamaica,1993,8000958
11287,Jamaica,1994,8188610
11288,Jamaica,1995,9173406
11289,Jamaica,1996,9687622
11290,Jamaica,1997,10068187
11291,Jamaica,1998,9694035
11292,Jamaica,1999,9958188
11293,Jamaica,2000,10313990
11294,Jamaica,2001,10576440
11295,Jamaica,2002,10202580
11296,Jamaica,2003,10667060
11297,Jamaica,2004,10574223
11298,Jamaica,2005,10416539
11299,Jamaica,2006,11577210
11300,Jamaica,2007,10749231
11301,Jamaica,2008,10779635
11302,Jamaica,2009,7933788
11303,Jamaica,2010,7677295
11304,Jamaica,2011,8255605
11305,Jamaica,2012,7912829
11306,Jamaica,2013,8492241
11307,Jamaica,2014,7697454
11436,Japan,1990,1158007407
11437,Japan,1991,1169691855
11438,Japan,1992,1179396064
11439,Japan,1993,1172339471
11440,Japan,1994,1227273012
11441,Japan,1995,1239619832
11442,Japan,1996,1251530853
11443,Japan,1997,1244781173
11444,Japan,1998,1204993482
11445,Japan,1999,1241611492
11446,Japan,2000,1264374642
11447,Japan,2001,1249766267
11448,Japan,2002,1279120141
11449,Japan,2003,1287467746
11450,Japan,2004,1282861601
